Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Voltage Rating,Case Code - in,Case Code - mm,Series
R_ERJ-3EKF3652V,R,36.5 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 36.5 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3652V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3653V,R,365 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 365 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3653V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF37R4V,R,37.4 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 37.4 Ω 1% 0603 75V,Panasonic,ERJ-3EKF37R4V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3740V,R,374 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 374 Ω 1% 0603 75V,Panasonic,ERJ-3EKF3740V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3741V,R,3.74 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 3.74 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3741V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3742V,R,37.4 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 37.4 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3742V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3743V,R,374 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 374 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3743V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF38R3V,R,38.3 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 38.3 Ω 1% 0603 75V,Panasonic,ERJ-3EKF38R3V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3830V,R,383 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 383 Ω 1% 0603 75V,Panasonic,ERJ-3EKF3830V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3831V,R,3.83 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 3.83 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3831V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3832V,R,38.3 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 38.3 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3832V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3833V,R,383 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 383 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3833V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF39R2V,R,39.2 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 39.2 Ω 1% 0603 75V,Panasonic,ERJ-3EKF39R2V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3920V,R,392 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 392 Ω 1% 0603 75V,Panasonic,ERJ-3EKF3920V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3921V,R,3.92 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 3.92 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3921V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3922V,R,39.2 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 39.2 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3922V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3923V,R,392 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 392 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3923V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF40R2V,R,40.2 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 40.2 Ω 1% 0603 75V,Panasonic,ERJ-3EKF40R2V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4020V,R,402 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 402 Ω 1% 0603 75V,Panasonic,ERJ-3EKF4020V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4021V,R,4.02 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 4.02 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4021V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4022V,R,40.2 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 40.2 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4022V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4023V,R,402 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 402 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4023V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF41R2V,R,41.2 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 41.2 Ω 1% 0603 75V,Panasonic,ERJ-3EKF41R2V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4120V,R,412 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 412 Ω 1% 0603 75V,Panasonic,ERJ-3EKF4120V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4121V,R,4.12 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 4.12 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4121V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4122V,R,41.2 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 41.2 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4122V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4123V,R,412 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 412 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4123V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF42R2V,R,42.2 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 42.2 Ω 1% 0603 75V,Panasonic,ERJ-3EKF42R2V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4220V,R,422 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 422 Ω 1% 0603 75V,Panasonic,ERJ-3EKF4220V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4221V,R,4.22 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 4.22 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4221V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4222V,R,42.2 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 42.2 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4222V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4223V,R,422 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 422 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4223V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF43R2V,R,43.2 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 43.2 Ω 1% 0603 75V,Panasonic,ERJ-3EKF43R2V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4320V,R,432 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 432 Ω 1% 0603 75V,Panasonic,ERJ-3EKF4320V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4321V,R,4.32 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 4.32 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4321V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4322V,R,43.2 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 43.2 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4322V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4323V,R,432 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 432 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4323V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF44R2V,R,44.2 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 44.2 Ω 1% 0603 75V,Panasonic,ERJ-3EKF44R2V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4420V,R,442 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 442 Ω 1% 0603 75V,Panasonic,ERJ-3EKF4420V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4421V,R,4.42 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 4.42 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4421V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4422V,R,44.2 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 44.2 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4422V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4423V,R,442 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 442 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4423V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF45R3V,R,45.3 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 45.3 Ω 1% 0603 75V,Panasonic,ERJ-3EKF45R3V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4530V,R,453 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 453 Ω 1% 0603 75V,Panasonic,ERJ-3EKF4530V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4531V,R,4.53 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 4.53 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4531V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4532V,R,45.3 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 45.3 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4532V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4533V,R,453 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 453 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4533V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF46R4V,R,46.4 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 46.4 Ω 1% 0603 75V,Panasonic,ERJ-3EKF46R4V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4640V,R,464 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 464 Ω 1% 0603 75V,Panasonic,ERJ-3EKF4640V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4641V,R,4.64 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 4.64 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4641V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4642V,R,46.4 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 46.4 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4642V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4643V,R,464 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 464 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4643V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF47R5V,R,47.5 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 47.5 Ω 1% 0603 75V,Panasonic,ERJ-3EKF47R5V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4750V,R,475 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 475 Ω 1% 0603 75V,Panasonic,ERJ-3EKF4750V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4751V,R,4.75 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 4.75 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4751V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4752V,R,47.5 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 47.5 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4752V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4753V,R,475 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 475 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4753V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF48R7V,R,48.7 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 48.7 Ω 1% 0603 75V,Panasonic,ERJ-3EKF48R7V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4870V,R,487 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 487 Ω 1% 0603 75V,Panasonic,ERJ-3EKF4870V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4871V,R,4.87 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 4.87 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4871V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4872V,R,48.7 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 48.7 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4872V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4873V,R,487 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 487 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4873V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF49R9V,R,49.9 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 49.9 Ω 1% 0603 75V,Panasonic,ERJ-3EKF49R9V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4990V,R,499 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 499 Ω 1% 0603 75V,Panasonic,ERJ-3EKF4990V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4991V,R,4.99 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 4.99 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4991V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4992V,R,49.9 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 49.9 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4992V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF4993V,R,499 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 499 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF4993V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF51R1V,R,51.1 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 51.1 Ω 1% 0603 75V,Panasonic,ERJ-3EKF51R1V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF5110V,R,511 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 511 Ω 1% 0603 75V,Panasonic,ERJ-3EKF5110V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF5111V,R,5.11 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 5.11 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF5111V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF5112V,R,51.1 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 51.1 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF5112V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF5113V,R,511 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 511 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF5113V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF52R3V,R,52.3 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 52.3 Ω 1% 0603 75V,Panasonic,ERJ-3EKF52R3V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF5230V,R,523 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 523 Ω 1% 0603 75V,Panasonic,ERJ-3EKF5230V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF5231V,R,5.23 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 5.23 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF5231V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF5232V,R,52.3 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 52.3 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF5232V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF5233V,R,523 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 523 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF5233V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF53R6V,R,53.6 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 53.6 Ω 1% 0603 75V,Panasonic,ERJ-3EKF53R6V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF5360V,R,536 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 536 Ω 1% 0603 75V,Panasonic,ERJ-3EKF5360V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF5361V,R,5.36 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 5.36 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF5361V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF5362V,R,53.6 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 53.6 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF5362V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF5363V,R,536 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 536 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF5363V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF54R9V,R,54.9 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 54.9 Ω 1% 0603 75V,Panasonic,ERJ-3EKF54R9V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF5490V,R,549 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 549 Ω 1% 0603 75V,Panasonic,ERJ-3EKF5490V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF5491V,R,5.49 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 5.49 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF5491V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF5492V,R,54.9 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 54.9 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF5492V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF5493V,R,549 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 549 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF5493V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF56R2V,R,56.2 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 56.2 Ω 1% 0603 75V,Panasonic,ERJ-3EKF56R2V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF5620V,R,562 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 562 Ω 1% 0603 75V,Panasonic,ERJ-3EKF5620V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF5621V,R,5.62 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 5.62 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF5621V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF5622V,R,56.2 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 56.2 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF5622V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF5623V,R,562 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 562 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF5623V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF57R6V,R,57.6 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 57.6 Ω 1% 0603 75V,Panasonic,ERJ-3EKF57R6V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF5760V,R,576 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 576 Ω 1% 0603 75V,Panasonic,ERJ-3EKF5760V,1%,75V,0603,1608,ERJ-3EK
