Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Series,Trustedparts Search,Maximum DC Current (A)
L_XAL7070-472ME,L,4.7 µH,footprints:XAL7070,https://www.coilcraft.com/getmedia/1ba55433-bcc8-4838-9b21-382f497e12e0/xal7070.pdf,INDUCTOR SMD 4.7 µH ±20% AEC-Q200,Coilcraft,XAL7070-472ME,±20%,XAL7070,https://www.trustedparts.com/en/search/XAL7070-472ME,0.0
L_XAL7070-562ME,L,5.6 µH,footprints:XAL7070,https://www.coilcraft.com/getmedia/1ba55433-bcc8-4838-9b21-382f497e12e0/xal7070.pdf,INDUCTOR SMD 5.6 µH ±20% AEC-Q200,Coilcraft,XAL7070-562ME,±20%,XAL7070,https://www.trustedparts.com/en/search/XAL7070-562ME,0.0
L_XAL7070-682ME,L,6.8 µH,footprints:XAL7070,https://www.coilcraft.com/getmedia/1ba55433-bcc8-4838-9b21-382f497e12e0/xal7070.pdf,INDUCTOR SMD 6.8 µH ±20% AEC-Q200,Coilcraft,XAL7070-682ME,±20%,XAL7070,https://www.trustedparts.com/en/search/XAL7070-682ME,0.0
L_XAL7070-103ME,L,10 µH,footprints:XAL7070,https://www.coilcraft.com/getmedia/1ba55433-bcc8-4838-9b21-382f497e12e0/xal7070.pdf,INDUCTOR SMD 10 µH ±20% AEC-Q200,Coilcraft,XAL7070-103ME,±20%,XAL7070,https://www.trustedparts.com/en/search/XAL7070-103ME,0.0
L_XAL7070-123ME,L,12 µH,footprints:XAL7070,https://www.coilcraft.com/getmedia/1ba55433-bcc8-4838-9b21-382f497e12e0/xal7070.pdf,INDUCTOR SMD 12 µH ±20% AEC-Q200,Coilcraft,XAL7070-123ME,±20%,XAL7070,https://www.trustedparts.com/en/search/XAL7070-123ME,0.0
L_XAL7070-153ME,L,15 µH,footprints:XAL7070,https://www.coilcraft.com/getmedia/1ba55433-bcc8-4838-9b21-382f497e12e0/xal7070.pdf,INDUCTOR SMD 15 µH ±20% AEC-Q200,Coilcraft,XAL7070-153ME,±20%,XAL7070,https://www.trustedparts.com/en/search/XAL7070-153ME,0.0
L_XAL7070-183ME,L,18 µH,footprints:XAL7070,https://www.coilcraft.com/getmedia/1ba55433-bcc8-4838-9b21-382f497e12e0/xal7070.pdf,INDUCTOR SMD 18 µH ±20% AEC-Q200,Coilcraft,XAL7070-183ME,±20%,XAL7070,https://www.trustedparts.com/en/search/XAL7070-183ME,0.0
L_XAL7070-223ME,L,22 µH,footprints:XAL7070,https://www.coilcraft.com/getmedia/1ba55433-bcc8-4838-9b21-382f497e12e0/xal7070.pdf,INDUCTOR SMD 22 µH ±20% AEC-Q200,Coilcraft,XAL7070-223ME,±20%,XAL7070,https://www.trustedparts.com/en/search/XAL7070-223ME,0.0
L_XAL7070-333ME,L,33 µH,footprints:XAL7070,https://www.coilcraft.com/getmedia/1ba55433-bcc8-4838-9b21-382f497e12e0/xal7070.pdf,INDUCTOR SMD 33 µH ±20% AEC-Q200,Coilcraft,XAL7070-333ME,±20%,XAL7070,https://www.trustedparts.com/en/search/XAL7070-333ME,0.0
L_XAL7070-473ME,L,47 µH,footprints:XAL7070,https://www.coilcraft.com/getmedia/1ba55433-bcc8-4838-9b21-382f497e12e0/xal7070.pdf,INDUCTOR SMD 47 µH ±20% AEC-Q200,Coilcraft,XAL7070-473ME,±20%,XAL7070,https://www.trustedparts.com/en/search/XAL7070-473ME,0.0
